id_cliente;id_estandar;nombre_estandar;nombre_cliente;activo;pasivo;perdida;ganancia
1010101001;1.01.01.00;Disponible;CAJA VALPARAISO;30000;0;0;0
1010101002;1.01.01.00;Disponible;CAJA VINA DEL MAR;30000;0;0;0
1010101006;1.01.01.00;Disponible;CAJA;95361;0;0;0
1010201001;1.01.01.00;Disponible;FONDOFIJO VALPARAISO;0;0;0;0
1010201002;1.01.01.00;Disponible;FONDO FIJO VINA DEL MAR;0;0;0;0
1010201005;1.01.01.00;Disponible;FONDO FIJO MAQUINARIAS;0;0;0;0
1010301001;1.01.01.00;Disponible;BANCO DE CHILE VINA;224372992;0;0;0
1010301005;1.01.01.00;Disponible;BANCO ITAU;92006506;0;0;0
1010401002;1.01.05.00;Valores negociables;FONDOS MUTUOS;0;0;0;0
1010501001;1.01.20.00;Deudores por venta, neto (excluye deudores por leasing);CLIENTES;129933438;0;0;0
1010501002;1.01.20.00;Deudores por venta, neto (excluye deudores por leasing);CLIENTES TARJETAS DE CREDITO;0;0;0;0
1010501003;1.01.21.00;Deudores por Leasing;CLIENTES LEASING;534789918;0;0;0
1010501007;1.01.30.00;Deudores varios;TARJETAS DE CREDITO;957037;0;0;0
1010501008;1.01.30.00;Deudores varios;TARJETAS DE DEBITO;59500;0;0;0
1010501010;1.01.30.00;Deudores varios;CLIENTES EN COBRANZA JUDICIAL;195475384;0;0;0
1010601001;1.01.25.00;Documentos por cobrar ;CHEQUES EN CARTERA;0;0;0;0
1010601003;1.01.25.00;Documentos por cobrar ;CHEQUES PROTESTADOS;66917785;0;0;0
1010601006;1.01.25.00;Documentos por cobrar ;CHEQUE EN CARTERA CAUXILIAR;567962711;0;0;0
1010601007;1.01.25.00;Documentos por cobrar ;CHEQUE AL DIA;0;0;0;0
1010701003;1.01.25.00;Documentos por cobrar ;BOLETAS DE GARANTIA;0;0;0;0
1010701004;1.01.25.00;Documentos por cobrar ;PAGARE EN CUSTODIA;1202935824;0;0;0
1010701005;1.01.25.00;Documentos por cobrar ;PAGARE EN PROCESO JUDICIAL;471309736;0;0;0
1010801001;1.03.24.00;Anticipo y préstamos a los empleados;ANTICIPO DE REMUNERACIONES;120000;0;0;0
1010801002;1.03.24.00;Anticipo y préstamos a los empleados;PRESTAMOS AL PERSONAL;60000;0;0;0
1010801005;1.01.99.00;Otros activos corrientes;FONDOS POR RENDIR;2896776;0;0;0
1010801006;1.01.30.00;Deudores varios;DEUDORES VARIOS;1030820;0;0;0
1010801007;1.03.25.00;Anticipo a proveedores;ANTICIPO A PROVEEDOR;4793396;0;0;0
1010811001;1.01.40.00;Documentos y cuentas por cobrar empresas relacionadas situadas en Chile (cuenta corriente mercantil);CTA RELACIONADA SUZUVAL;0;0;0;0
1010811002;1.01.40.00;Documentos y cuentas por cobrar empresas relacionadas situadas en Chile (cuenta corriente mercantil);CTA RELACIONADA  ESVM;389635251;0;0;0
1010811003;1.01.40.00;Documentos y cuentas por cobrar empresas relacionadas situadas en Chile (cuenta corriente mercantil);CTAS POR COBRAR A SUZUVAL;45614668;0;0;0
1010811005;1.01.40.00;Documentos y cuentas por cobrar empresas relacionadas situadas en Chile (cuenta corriente mercantil);CTAS POR COBRAR DISTRIBUIDORA VINA;0;0;0;0
1010901003;1.01.50.00;Existencias, neto;STOCK MAQUINARIAS A LA VENTA;218964495;0;0;0
1010901005;1.01.50.00;Existencias, neto;ACTIVO PARA LEASING;0;13;0;0
1010901007;1.01.50.00;Existencias, neto;STOCK VEHICULOS USADOS Y NUEVOS;6800000;0;0;0
1010951001;1.01.59.00;IVA Crédito Fiscal;IVA CREDITO FISCAL;10610690;0;0;0
1010951002;1.01.99.00;Otros activos corrientes;PPM;77861875;0;0;0
1010951003;1.01.62.00;Otros Créditos por recuperar;CREDITO SENCE;4987495;0;0;0
1010951006;1.01.99.00;Otros activos corrientes;DEVOLUCION IMPTO RENTA;5447546;0;0;0
1020301002;1.02.15.00;Equipos Computacionales y similares;EQUIPOS;155428;0;0;0
1020401002;1.02.15.00;Equipos Computacionales y similares;EQUIPOS DE COMPUTACION;3107646;0;0;0
1020501001;1.02.17.00;Vehículos;VEHICULOS PROPIOS;17554791;0;0;0
1020501002;1.02.17.00;Vehículos;VEHICULOS FLOTA VALPARAISO;92260618;0;0;0
1020501003;1.02.17.00;Vehículos;VEHICULOS FLOTA VINA;100846804;0;0;0
1020501004;1.02.13.00;Maquinarias y equipos;VEHICULOS FLOTA MAQUINARIAS;0;0;0;0
1020601002;1.02.90.00;Depreciación Acumulada (excepto Automoviles y Activos en Leasing);DEPRECIACION ACUMULADA MAQUINARIAS;0;2;0;0
1020601003;1.02.90.00;Depreciación Acumulada (excepto Automoviles y Activos en Leasing);DEPRECIACION ACUMULADA EQUIPOS DE COMP;0;1688163;0;0
1020601005;1.02.90.00;Depreciación Acumulada (excepto Automoviles y Activos en Leasing);DEPRECIACION ACUMULADA VEHICULOS;0;35766779;0;0
