id_cliente;id_estandar;nombre_estandar;nombre_cliente;activo;pasivo;perdida;ganancia
11010101;1.01.01.00;Disponible;  Caja                                                        ;0;0;0;0
11010102;1.01.01.00;Disponible;  Caja                                                    ;2.158.150;0;0;0
11010104;1.01.01.00;Disponible;  Cuenta Caja Transitoria Softland                          ;0;0;0;0
11010105;1.01.01.00;Disponible;  Cuenta Caja Transitoria Softland                         ;0;0;0;0
11010106;1.01.01.00;Disponible;  Promocion                                               ;0;0;0;0
11010111;1.01.01.00;Disponible;  Fondos fijos                                                ;1.035.000;0;0;0
11010113;1.01.01.00;Disponible;  CCP Control Cambio Precio                                 ;0;0;0;0
11010114;1.01.01.00;Disponible;  Deposito en Transito                                        ;0;0;0;0
11010115;1.01.01.00;Disponible;  DEPOSITO POR ACLARAR                                        ;0;0;0;0
11010201;1.01.01.00;Disponible;  Banco Chile Cta Cte                           ;46.431.022;0;0;0
11010202;1.01.01.00;Disponible;  Banco Chile Cta                                 ;0;0;0;0
11010203;1.01.01.00;Disponible;  Banco Chile                                     ;0;0;0;0
11010204;1.01.01.00;Disponible;  Banco Santander                                 ;0;0;0;0
11010207;1.01.01.00;Disponible;  Banco Estado                                     ;2.276.039;0;0;0
11010208;1.01.01.00;Disponible;  Banco BCI                                                   ;0;0;0;0
11010210;1.01.01.00;Disponible;  Banco Chile                                     ;0;0;0;0
11010211;1.01.01.00;Disponible;  Banco Itau                                         ;1.897.962;0;0;0
11020101;1.01.03.00;Depósitos a plazo;  Deposito a plazo                                            ;0;0;0;0
11030101;1.01.05.00;Valores negociables;  Fondos Mutuos                                               ;0;0;0;0
11040101;1.01.20.00;Deudores por venta, neto (excluye deudores por leasing);  Clientes Facturas Nacionales                                ;26.628.414;0;0;0
11040103;1.01.20.00;Deudores por venta, neto (excluye deudores por leasing);  Clientes Boletas                                            ;0;0;0;0
11040104;1.01.20.00;Deudores por venta, neto (excluye deudores por leasing);  Clientes Guias Crédito                                      ;0;0;0;0
11040105;1.01.20.00;Deudores por venta, neto (excluye deudores por leasing);  Clientes Guías Efectivo                                     ;0;0;0;0
11040106;1.01.20.00;Deudores por venta, neto (excluye deudores por leasing);  Clientes Cupones Armada                                     ;0;0;0;0
11040107;1.01.20.00;Deudores por venta, neto (excluye deudores por leasing);  Clientes Cupones Electrónicos                               ;0;0;0;0
11040108;1.01.20.00;Deudores por venta, neto (excluye deudores por leasing);  Calibraciones                                               ;0;0;0;0
11040109;1.01.20.00;Deudores por venta, neto (excluye deudores por leasing);  Clientes Boletas S                                        ;0;0;0;0
11040111;1.01.40.00;Documentos y cuentas por cobrar empresas relacionadas situadas en Chile (cuenta corriente mercantil);  Cliente Relacionado                                         ;108.496.150;0;0;0
11040201;1.01.99.00;Otros activos corrientes;  Provisiones de incobrables                                  ;0;4.741.422;0;0
11050101;1.01.25.00;Documentos por cobrar ;  Cheques en cartera                                          ;0;0;0;0
11050102;1.01.25.00;Documentos por cobrar ;  Letras en cartera                                           ;0;0;0;0
